WB_ID,common_name,transcript,status,description,baseMean,log2FoldChange,padj,change,N2_CTR_1,N2_CTR_3,N2_CTR_4,N2_HS_1,N2_HS_3,N2_HS_4,cat
WBGene00219861,,C52D10.131,Live,ncRNA_gene,0.738989626,2.283654471,,no_change,0,0,0.699654331,0,3.734283425,0,
WBGene00195325,,K04H4.8,Live,ncRNA_gene,2.009995194,2.278651262,0.46202701,no_change,2.046761613,0,0,4.112516198,3.734283425,2.166409929,
WBGene00201429,,F45H7.14,Live,ncRNA_gene,2.678846036,2.269380222,0.433001283,no_change,0,0,2.798617323,2.741677465,1.867141712,8.665639717,
WBGene00201860,,F18E2.14,Live,ncRNA_gene,1.996834435,2.267660554,0.536472501,no_change,2.046761613,0,0,0,5.601425137,4.332819859,
WBGene00199289,,Y57E12B.6,Live,ncRNA_gene,2.630528453,2.263957967,0.42861462,no_change,2.729015484,0,0,6.854193663,1.867141712,4.332819859,
WBGene00202244,,ZC64.16,Live,ncRNA_gene,1.324744683,2.263232107,,no_change,0.682253871,0,0.699654331,5.48335493,0,1.083204965,
WBGene00199961,,C09B8.16,Live,ncRNA_gene,1.313892688,2.259047677,,no_change,0,1.384126341,0,0,0,6.499229788,
WBGene00202168,,F43C9.9,Live,ncRNA_gene,1.341522974,2.25650084,,no_change,1.364507742,0,0,0,5.601425137,1.083204965,
WBGene00201450,,F46C3.9,Live,ncRNA_gene,2.050269358,2.255189554,0.485381449,no_change,0,0.692063171,1.399308661,2.741677465,7.468566849,0,
WBGene00199440,,F38E9.8,Live,ncRNA_gene,2.637067986,2.247928706,0.432267687,no_change,0,2.768252683,0,6.854193663,1.867141712,4.332819859,
WBGene00200658,,C14F5.10,Live,ncRNA_gene,3.352857792,2.238327652,0.47770763,no_change,0,0,3.498271653,0,11.20285027,5.416024823,
WBGene00200251,,R12B2.12,Live,ncRNA_gene,1.965325999,2.229041859,0.41600374,no_change,0.682253871,1.384126341,0,2.741677465,3.734283425,3.249614894,
WBGene00199745,,F10F2.12,Live,ncRNA_gene,1.347323127,2.227937548,,no_change,0,0,1.399308661,0,5.601425137,1.083204965,
WBGene00201303,,F33A8.11,Live,ncRNA_gene,7.876847075,2.225507346,0.158538388,no_change,4.093523226,0,4.197925984,16.45006479,14.9371337,7.582434753,
WBGene00195321,,C46F11.7,Live,ncRNA_gene,3.873886664,2.21503466,0.282530415,no_change,2.046761613,1.384126341,0.699654331,15.07922606,1.867141712,2.166409929,
WBGene00199829,,C52E4.17,Live,ncRNA_gene,2.613868166,2.197843787,0.515582371,no_change,0,0,2.798617323,0,7.468566849,5.416024823,
WBGene00219581,anr-20,F16A11.10,Live,ncRNA,21.29207069,2.18894096,0.044366785,no_change,6.140284838,13.14920024,3.498271653,10.96670986,69.08424336,24.91371419,
WBGene00236797,,Y71G12B.44,Live,ncRNA,71.30323868,2.178204859,6.94E-05,up,34.11269355,12.45713707,30.78479055,130.2296796,119.4970696,100.7380617,
WBGene00236799,,F54E2.8,Live,ncRNA,3.769899824,2.173524099,0.426064609,no_change,4.093523226,0,0,13.70838733,3.734283425,1.083204965,
WBGene00195915,,C07H6.11,Live,ncRNA_gene,0.655311461,2.169401656,,no_change,0.682253871,0,0,0,0,3.249614894,
WBGene00196237,,F55C10.8,Live,ncRNA_gene,0.655311461,2.169401656,,no_change,0.682253871,0,0,0,0,3.249614894,
WBGene00196807,,T01B6.7,Live,ncRNA_gene,0.655311461,2.169401656,,no_change,0.682253871,0,0,0,0,3.249614894,
WBGene00197623,,B0240.5,Live,ncRNA_gene,0.658211537,2.169401656,,no_change,0,0,0.699654331,0,0,3.249614894,
WBGene00199394,,K11D2.6,Live,ncRNA_gene,0.656946344,2.169401656,,no_change,0,0.692063171,0,0,0,3.249614894,
WBGene00199596,,C49F8.11,Live,ncRNA_gene,0.658211537,2.169401656,,no_change,0,0,0.699654331,0,0,3.249614894,
WBGene00201825,,F57G12.14,Live,ncRNA_gene,0.658211537,2.169401656,,no_change,0,0,0.699654331,0,0,3.249614894,
WBGene00202022,,F40F9.16,Live,ncRNA_gene,0.658211537,2.169401656,,no_change,0,0,0.699654331,0,0,3.249614894,
WBGene00197115,,T14B1.4,Live,ncRNA_gene,1.901200059,2.160774765,0.576331063,no_change,0,0,2.098962992,8.225032396,0,1.083204965,
WBGene00201082,,F47C8.7,Live,ncRNA_gene,5.703600176,2.15565644,0.451603958,no_change,0,0,6.296888976,24.67509719,0,3.249614894,
WBGene00195722,,C31H2.6,Live,ncRNA_gene,1.83623926,2.152683732,0.522153979,no_change,1.364507742,0,0.699654331,1.370838733,0,7.582434753,
WBGene00199180,,C08D8.4,Live,ncRNA_gene,1.901983012,2.13992844,0.640708536,no_change,0,2.076189512,0,0,9.335708562,0,
WBGene00197606,,F35B3.8,Live,ncRNA_gene,1.849465517,2.132458126,0.575970753,no_change,0,2.076189512,0,6.854193663,0,2.166409929,
WBGene00219659,anr-36,C37C3.15,Live,ncRNA,22.14590673,2.127777683,0.0412764,no_change,12.28056968,1.384126341,11.19446929,27.41677465,24.27284226,56.32665816,
WBGene00198902,,T07F12.9,Live,ncRNA_gene,1.853261097,2.119596171,0.578030375,no_change,0,0,2.098962992,6.854193663,0,2.166409929,
WBGene00196855,,ZK381.42,Live,ncRNA_gene,1.867139312,2.117665194,0.466016588,no_change,1.364507742,0,0.699654331,1.370838733,5.601425137,2.166409929,
WBGene00197763,,F44E8.43,Live,ncRNA_gene,3.647943929,2.102914769,0.364350895,no_change,2.046761613,0,2.098962992,13.70838733,1.867141712,2.166409929,
WBGene00219573,anr-30,C54D10.21,Live,ncRNA,9.03092295,2.101778506,0.310629805,no_change,10.23380806,0,0,5.48335493,16.80427541,21.66409929,
WBGene00198560,,K04H4.13,Live,ncRNA_gene,0.655007269,2.094611059,,no_change,0,0.692063171,0,1.370838733,1.867141712,0,
WBGene00197527,,F44D12.17,Live,ncRNA_gene,1.178027722,2.091594483,,no_change,1.364507742,0,0,1.370838733,0,4.332819859,
WBGene00200075,,F13G11.145,Live,ncRNA_gene,2.959549794,2.076270018,0.447588337,no_change,3.411269355,0,0,4.112516198,3.734283425,6.499229788,
WBGene00199647,,ZK40.7,Live,ncRNA_gene,1.825000504,2.065860139,,no_change,0,0,2.098962992,0,5.601425137,3.249614894,
WBGene00201065,,C34D10.4,Live,ncRNA_gene,1.825000504,2.065860139,,no_change,0,0,2.098962992,0,5.601425137,3.249614894,
WBGene00199496,,C06A6.11,Live,ncRNA_gene,4.695315526,2.053491373,0.385993598,no_change,3.411269355,0,2.098962992,15.07922606,0,7.582434753,
WBGene00201654,,K11C4.12,Live,ncRNA_gene,3.006889304,2.048322431,0.457475237,no_change,0,0,3.498271653,2.741677465,7.468566849,4.332819859,
WBGene00196946,,F57C7.8,Live,ncRNA_gene,7.071489104,2.036235926,0.392880085,no_change,6.822538709,0,1.399308661,0,29.8742674,4.332819859,
WBGene00196538,,C09F12.6,Live,ncRNA_gene,1.757383175,2.033170573,,no_change,0,0,2.098962992,4.112516198,0,4.332819859,
WBGene00201936,,K10D6.24,Live,ncRNA_gene,2.374755739,2.03308906,0.514380617,no_change,2.046761613,0,0.699654331,0,9.335708562,2.166409929,
WBGene00199866,,H37A05.6,Live,ncRNA_gene,9.280740441,2.030272536,0.124997536,no_change,7.50479258,1.384126341,2.098962992,15.07922606,11.20285027,18.4144844,
WBGene00198609,,F39B2.13,Live,ncRNA_gene,1.766422238,2.028239274,,no_change,2.046761613,0,0,0,7.468566849,1.083204965,
WBGene00200905,,F59F5.9,Live,ncRNA_gene,2.352555917,2.027155222,0.569839627,no_change,0,0,2.798617323,0,3.734283425,7.582434753,
WBGene00197667,,R160.8,Live,ncRNA_gene,1.130088761,2.015622542,,no_change,1.364507742,0,0,0,0,5.416024823,
WBGene00219893,,F15A8.19,Live,ncRNA_gene,45.80103848,2.009647406,0.008773329,no_change,9.551554193,34.60315854,10.49481496,102.8129049,65.34995993,51.9938383,
WBGene00195981,,W01C8.10,Live,ncRNA_gene,1.141310445,2.009134779,,no_change,1.364507742,0,0,5.48335493,0,0,
WBGene00196743,,K10C3.9,Live,ncRNA_gene,12.82260798,2.002274855,0.202300131,no_change,0,4.844442195,10.49481496,35.64180705,20.53855884,5.416024823,
WBGene00219603,anr-57,R13.10,Live,ncRNA,2.292712457,2.000911983,0.515739778,no_change,2.046761613,0.692063171,0,0,5.601425137,5.416024823,
WBGene00201165,,Y110A7A.23,Live,ncRNA_gene,1.133358527,1.998116349,,no_change,0,1.384126341,0,0,0,5.416024823,
WBGene00199104,,T24B8.17,Live,ncRNA_gene,5.230332478,1.988182889,0.349760285,no_change,1.364507742,0,4.897580315,10.96670986,13.06999199,1.083204965,
WBGene00196176,,T28B11.7,Live,ncRNA_gene,4.556659556,1.98694877,0.443990639,no_change,5.458030967,0,0,9.595871128,11.20285027,1.083204965,
WBGene00199901,,Y39G8C.10,Live,ncRNA_gene,8.096887355,1.986014737,0.362641501,no_change,2.729015484,0,6.996543307,16.45006479,22.40570055,0,
WBGene00019193,,H12I13.5,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00044985,,F37B12.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00194842,,W10G6.5,Live,ncRNA,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00195235,,C47E8.12,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00195261,,F26A10.4,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195264,,F14B8.8,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195272,,C33F10.15,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195279,,C05D2.12,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195338,,T02E9.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195345,,F25F6.2,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195355,,Y92H12A.8,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195385,,ZK867.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195388,,F12D9.3,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195395,,C41A3.3,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195409,,T10A3.2,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195433,,F41D9.6,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195438,,K08H10.13,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195459,,F27D4.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195462,,C52B11.6,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195493,,M03D4.74,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195507,,T03G11.13,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00195533,,Y55F3BR.12,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195550,,C10C5.9,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195563,,F19H6.8,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195591,,R53.9,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00195604,,T14B4.12,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195612,,Y51H7C.16,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195623,,Y54G2A.58,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195626,,F13B12.12,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195629,,C05G5.8,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195631,,F46F2.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195634,,AC3.14,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195647,,ZC487.6,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195654,,Y73B6BL.271,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00195670,,F52B10.4,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195683,,C15C6.6,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195685,,Y42A5A.8,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00195690,,ZK381.35,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195691,,C35D10.18,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195753,,B0350.69,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195771,,W05F2.9,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195787,,F40E10.7,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195794,,B0393.11,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00195798,,C33A11.5,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195807,,F56H11.8,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195853,,Y73B6BL.272,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195874,,R04F11.8,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195875,,F11C7.8,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195891,,C09H10.11,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195899,,F11D5.11,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00195916,,Y71A12B.26,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00195925,,W01C8.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196030,,Y39B6A.71,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196049,,ZK381.39,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196076,,Y71F9AR.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196083,,C53B7.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196084,,B0454.14,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196097,,Y105E8B.12,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196099,,T09B4.14,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196126,,T07H8.10,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196145,,T14F9.8,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196150,,C30A5.11,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196186,,T09A5.16,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196194,,C05C9.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196214,,C56E6.13,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196244,,B0524.8,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196252,,T19E7.23,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196256,,B0454.15,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196262,,T01B4.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196276,,C30F8.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196278,,Y50D4C.7,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196295,,F45H7.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196298,,C52A11.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196300,,T04C10.7,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196301,,C11E4.10,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196313,,C33F10.17,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196345,,Y73F8A.1163,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196347,,C54D2.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196352,,Y22D7AR.17,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196358,,Y39D8B.4,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196363,,C34H3.6,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196369,,F14B8.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196374,,T21B10.8,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196382,,T05B4.15,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196385,,K11E4.8,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196388,,T23G5.10,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196395,,Y111B2A.33,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196405,,K08E5.9,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196413,,C06B8.13,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196416,,D1079.2,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196454,,M01H9.8,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196455,,C34F6.15,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196458,,Y45G5AM.11,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196460,,F45E1.8,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196467,,F43C9.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196481,,F56D12.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196483,,W05E10.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196485,,C16D9.12,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196492,,C34C12.10,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196502,,R05D7.8,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196506,,C35C5.13,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196513,,Y57G11C.1137,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196525,,C47G2.12,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196546,,F38A3.3,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196549,,F55C12.9,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196556,,F31B12.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196572,,Y75B8A.47,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196582,,F08B12.6,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196613,,T28B4.7,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196648,,K03B8.16,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196659,,F23H12.14,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196693,,F11C1.12,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196694,,C29H12.8,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196705,,ZC328.6,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196730,,F14D1.1,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196731,,C09G1.6,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196744,,Y73B6BL.274,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196776,,F55G11.13,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196783,,F25F2.3,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196822,,T19C4.19,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196842,,DH11.7,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196867,,ZC477.16,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196868,,C35A11.6,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196873,,C41G11.10,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196881,,Y71F9AR.6,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196888,,T07D1.9,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196898,,C14C11.9,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196908,,F09E5.19,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196924,,D1053.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196952,,R07B1.19,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196959,,C49F8.8,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196980,,H16O14.76,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00196983,,C07H6.12,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196989,,F12F6.14,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00196997,,F55C5.15,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00196998,,F21A3.9,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00197000,,C34H3.9,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00197002,,F33D4.12,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00197003,,K07C10.5,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00197034,,C01F4.5,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00197039,,Y55B1BR.7,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00197048,,C04D8.2,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00197056,,VT21B10L.1,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00197059,,T23H2.6,Live,ncRNA_gene,0.228473122,1.984780908,,no_change,0,0,0,1.370838733,0,0,
WBGene00197061,,C14F11.12,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00197067,,T27B1.3,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00197072,,ZK867.9,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
WBGene00197079,,C16B8.6,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00197082,,R03D7.11,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00197091,,F55A4.11,Live,ncRNA_gene,0.180534161,1.984780908,,no_change,0,0,0,0,0,1.083204965,
WBGene00197100,,F28F5.11,Live,ncRNA_gene,0.311190285,1.984780908,,no_change,0,0,0,0,1.867141712,0,
